survey_id,Photographer,Location,Comments,Species,Age,Image Usable?,Sex,state,latitude,longitude,direct_link,visible_link,search_name,search_query,search_result_rank,search_result_id
6919,,,no,,,no,,,,,http://cdn.xl.thumbs.canstockphoto.com/canstock15332930.jpg,http://www.canstockphoto.com/images-photos/oviparous.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",41,20969
6920,"Tony, Mark and Steve","{""latitude"":50.846,""longitude"":-1.0330000000000155}",2 indivs; Location in Eng from blog on website,Carrion crow,Adult,no,,England,50.846,-1.033,http://www.surfbirds.com/community-blogs/wp-content/uploads/bghst/a/amigo1/13843.jpg,http://www.surfbirds.com/community-blogs/amigo/2009/02/page/2/,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",42,20970
6921,,,no,,,no,,,,,https://images.folksy.com/aXRlbXMvMjA0MjA1LzIwMTIxMDI3LzEyMTUxMzc4NzAyOQ-Q-Q-N/main,https://folksy.com/items/3758354-Carrion-Crow-Hand-Stamped-Print,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",43,20971
6922,,,Dup,,,no,,,,,http://th08.deviantart.net/fs71/PRE/i/2014/249/e/7/corneille_noire___carrion_crow_2_by_thomashumbertraven-d7y566i.jpg,http://www.deviantart.com/morelikethis/collections/468708255?view_mode=2,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",44,20972
6923,Lisa Geoghegan,,2 individuals; Emailed Fotolibra support@fotolibra.com,Carrion crow,Adult,,,,,,http://gb.fotolibra.com/images/larger-thumbnails/1131253-pair-of-carrion-crows-corvus-corone-fighting.jpeg,http://www.fotolibra.com/gallery/search/pro.php?all_words=fighting,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",45,20973
6924,Unknown,"{""latitude"":42.6666667,""longitude"":1}",Location in Spain from website,Carrion crow,Adult,no,,Spain,42.6666667,1,http://img1.photographersdirect.com/img/20816/wm/pd1935618.jpg,http://www.photographersdirect.com/buyers/stockphoto.asp?imageid=1935618,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",46,20974
6925,insolitus-mundus,"{""latitude"":55.9434,""longitude"":-3.269802000000027}",2 individual - LHS; Location in Scotland from website (http://www.deviantart.com/art/Corvus-corone-165608807),Carrion crow,Adult,yes,,Scotland,55.9434,-3.269802,http://fc01.deviantart.net/fs70/i/2010/148/1/b/Corvus_corone_by_insolitus_mundus.jpg,http://www.deviantart.com/morelikethis/collections/146088544?view_mode=2,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",47,20975
6926,Manfred Danegger,,Emailed Visual Photos re. PRE-RM00481700093,Carrion crow,Adult,,,,,,http://images.visualphotos.com/photos/78/10/5/1/1//lr/pre-rm00481700093.jpg,http://www.visualphotos.com/image/1x7589700/dead-european-rabbit,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",49,20977
6927,Marc Baldwin,"{""latitude"":50.9079008,""longitude"":-1.4200064000000339}","Emailed Wildlife Online photo@wildlifeonline.me.uk, webmaster@wildlifeonline.me.uk - replied with location in Eng",Carrion crow,Adult,no,,England,50.9079008,-1.4200064,http://www.wildlifeonline.me.uk/images/graphics/carrion_crow.jpg,http://www.wildlifeonline.me.uk/questions_answers_hedgehogs.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",50,20978
6928,The Sparroworks Wildlife Co.,"{""latitude"":48.2081743,""longitude"":16.37381890000006}",2 individuals -RHS; Location in Austria from website,Hooded crow,Adult,yes,,Austria,48.2081743,16.3738189,http://sparroworks.ca/journal/wp-content/uploads/2013/06/2013-05-22-sony_-4.jpg,http://sparroworks.ca/journal/2013/06/,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",29,20957
6929,insolitus-mundus,"{""latitude"":55.9434,""longitude"":-3.269802000000027}",2 individual - RHS; Location in Scotland from website (http://www.deviantart.com/art/Corvus-corone-165608807),Carrion crow,Adult,yes,,Scotland,55.9434,-3.269802,http://fc01.deviantart.net/fs70/i/2010/148/1/b/Corvus_corone_by_insolitus_mundus.jpg,http://www.deviantart.com/morelikethis/collections/146088544?view_mode=2,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",47,20975
6930,Jan 伿ev�嵦_k,"{""latitude"":49.044256780235926,""longitude"":14.796653610742169}","2 hooded, 1 carrion - added separately; Emailed Jan 伿ev�嵦_k sevcikphoto@seznam.cz",Hooded crow,Adult,yes,,Czech Republic,49.04425678,14.79665361,http://www.sevcikphoto.com/images/thumbnails/s_krkavec-corvus-corax-7.jpg,http://www.sevcikphoto.com/corvus-havran-1.jpg.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",39,20967
6931,Jan 伿ev�嵦_k,"{""latitude"":49.04352539556365,""longitude"":14.796052795922833}","2 hooded, 1 carrion - added separately; Emailed Jan 伿ev�嵦_k sevcikphoto@seznam.cz",Hooded crow,Adult,yes,,Czech Republic,49.0435254,14.7960528,http://www.sevcikphoto.com/images/thumbnails/s_krkavec-corvus-corax-7.jpg,http://www.sevcikphoto.com/corvus-havran-1.jpg.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",39,20967
6932,Jan 伿ev�嵦_k,"{""latitude"":49.044819376510375,""longitude"":14.772835594689923}",9 hooded; 2 carrion - added separately; Emailed Jan 伿ev�嵦_k sevcikphoto@seznam.cz,Hooded crow,Adult,yes,,Czech Republic,49.04481938,14.77283559,http://www.sevcikphoto.com/images/vrana-corvus-corone-4.jpg,http://www.sevcikphoto.com/vrana-corvus-corone-4.jpg.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",8,20936
6933,Jan 伿ev�嵦_k,"{""latitude"":49.043785600958614,""longitude"":14.775356871163922}",9 hooded; 2 carrion - added separately; Emailed Jan 伿ev�嵦_k sevcikphoto@seznam.cz,Hooded crow,Adult,yes,,Czech Republic,49.0437856,14.77535687,http://www.sevcikphoto.com/images/vrana-corvus-corone-4.jpg,http://www.sevcikphoto.com/vrana-corvus-corone-4.jpg.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",8,20936
6934,Jan 伿ev�嵦_k,"{""latitude"":49.04408448385378,""longitude"":14.77541587976225}",9 hooded; 2 carrion - added separately; Emailed Jan 伿ev�嵦_k sevcikphoto@seznam.cz,Hooded crow,Adult,yes,,Czech Republic,49.04408448,14.77541588,http://www.sevcikphoto.com/images/vrana-corvus-corone-4.jpg,http://www.sevcikphoto.com/vrana-corvus-corone-4.jpg.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",8,20936
6935,Jan 伿ev�嵦_k,"{""latitude"":49.049319917571914,""longitude"":14.773221832788067}",8 individuals; 2 carrion - added separely; Emailed Jan 伿ev�嵦_k sevcikphoto@seznam.cz,Carrion crow,Adult,yes,,Czech Republic,49.04931992,14.77322183,http://www.sevcikphoto.com/images/thumbnails/s_c_corone_vrana_2.jpg,http://www.sevcikphoto.com/corvus-havran-1.jpg.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",26,20954
6936,Jan 伿ev�嵦_k,"{""latitude"":49.049544933932175,""longitude"":14.772449356591778}",8 individuals; 2 carrion - added separely; Emailed Jan 伿ev�嵦_k sevcikphoto@seznam.cz,Carrion crow,Adult,yes,,Czech Republic,49.04954493,14.77244936,http://www.sevcikphoto.com/images/thumbnails/s_c_corone_vrana_2.jpg,http://www.sevcikphoto.com/corvus-havran-1.jpg.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",26,20954
6937,Morten Nilsen,"{""latitude"":59.479462,""longitude"":10.638750999999957}",Location in Norway from website,Hooded crow,Adult,no,,Norway,59.479462,10.638751,http://www.igoterra.com/photo/430/013270.JPG,http://www.igoterra.com/artspec_information.asp?thingid=26307,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",34,20562
6938,Simon Eaves,"{""latitude"":57.4367097729281,""longitude"":-6.581628000000023}",Emailed Speyside enquiries@speysidewildlife.co.uk - replied with location in Scotland,Hooded crow,Adult,yes,,Scotland,57.43670977,-6.581628,http://www.speysidewildlife.co.uk/gallery/Mull and Speyside Easter/Hooded-Crow-Simon-Eaves.jpg,http://www.speysidewildlife.co.uk/Wildlife_Birdwatching_Holidays.aspx?location=MULL EASTER COMBO,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",35,20563
6939,Brian Anderson,"{""latitude"":56.415157,""longitude"":-5.471046999999999}",Location in Scotland from website - LOTS more photos!,Hooded crow,Adult,yes,,Scotland,56.415157,-5.471047,https://www.birdguides.com/i/articles/004783/thumbnail.jpg,https://www.birdguides.com/species/species.asp?sp=173114,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",36,20564
6940,Unknown,"{""latitude"":47.516231,""longitude"":14.550072}",Emailed Arnika Travel info@arnikatravel.com for location in Austria,Hooded crow,Adult,,,Austria,47.516231,14.550072,http://arnikatravel.com/wp-content/gallery/birds/hooded-crow-austria.jpg,http://arnikatravel.com/?page_id=48&nggpage=2,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",37,20565
6941,,,Cannot find original photographer,Hooded crow,Adult,no,,,,,http://comps.canstockphoto.com/can-stock-photo_csp8658500.jpg,http://www.canstockphoto.com/hooded-crow-in-flight-8658500.html,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",38,20566
6942,,,no,,,no,,,,,http://pic.pilpix.com/9/9776/morrigan-and-the-hooded-crow.jpg,http://www.paintingsilove.com/image/show/109704/morrigan-and-the-hooded-crow,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",39,20567
6943,Tito,"{""latitude"":48.1458923,""longitude"":17.107137299999977}",7 hooded crows; Location in Slovakia from website,Hooded crow,Adult,no,,Slovakia,48.1458923,17.1071373,http://1.bp.blogspot.com/-t8kAIYzbX7Q/VQcvbfixPXI/AAAAAAAAEjk/ccOj-EI8Jhs/s1600/Corvus_cornix_01.jpg,http://titodaking.blogspot.com/,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",40,20568
6944,Alita-Tenshi,"{""latitude"":48.182086,""longitude"":16.302783999999974}","Location in Vienna, Austria from website",Hooded crow,Adult,yes,,Austria,48.182086,16.302784,http://fc07.deviantart.net/fs46/i/2009/207/d/6/Hooded_Crow_by_Alita_Tenshi.jpg,http://www.deviantart.com/morelikethis/artists/192270047/photography/nature/wild?view_mode=2,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",41,20569
6945,Frank Blackburn,,Emailed sales@uklandscape.net re. Frank; Cannot find original photographer's email,Hooded crow,Adult,,,,,,http://img1.photographersdirect.com/img/13985/wm/pd579805.jpg,http://www.photographersdirect.com/buyers/stockphoto.asp?imageid=579805,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",44,20572
6946,,,no,,,no,,,,,http://image0-rubylane.s3.amazonaws.com/shops/antiqueprintsandmore/1000384.1L.jpg,http://www.rubylane.com/item/559027-1000384/Antique-Hand-Colored-Bird-Print-Lithograph,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",45,20573
6947,Nuuhku87,,Cannot find original photographer's email,Hooded crow,Adult,no,,,,,http://th07.deviantart.net/fs71/PRE/f/2010/003/7/9/The_Hooded_Crow_by_Nuuhku87.jpg,http://www.deviantart.com/morelikethis/artists/111554553?view_mode=2,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",46,20574
6948,,,Cannot find original photographer's email,,,,,,,,http://fc00.deviantart.net/fs42/i/2009/143/5/0/Hooded_Crow_by_Wild_Soul.jpg,http://www.deviantart.com/morelikethis/artists/130951764?view_mode=2,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",48,20576
6949,Akulatraxas,"{""latitude"":52.52000659999999,""longitude"":13.404953999999975}",Location in Germany from website,Hooded crow,Adult,yes,,Germany,52.5200066,13.404954,http://th07.deviantart.net/fs71/PRE/f/2012/130/5/e/hooded_crow_inflight_by_akulatraxas-d4z93hy.jpg,http://www.deviantart.com/morelikethis/artists/352366441/photography?view_mode=2,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",50,20578
6950,Surfbirds,"{""latitude"":68.80105521880854,""longitude"":16.54750136353755}",Location in Norway from blog on website,Hooded crow,Adult,no,,Norway,68.80105522,16.54750136,http://www.surfbirds.com/community-blogs/amigo/files/2012/03/Hooded-Crow-4-Harstad-18-Mar-20121.jpg,http://www.surfbirds.com/community-blogs/amigo/2012/03/,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",51,20579
6951,Ivan Petrov,,Emailed Ivan Petrov petrov@illinois.edu,,Adult,,,,,,http://birdsinbulgaria.org/Images/Large/sivaVrana.jpg,http://www.birdsofeurope.org/portfolio.php?l=en&author=69&id=1591,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",52,20580
6952,,,Duplicate individual,,,no,,,,,http://www.surfbirds.com/community-blogs/amigo/files/2012/03/Hooded-Crow-2-Harstad-18-Mar-20121.jpg,http://www.surfbirds.com/community-blogs/amigo/2012/03/,Czech Republic - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Czech Republic""",53,20581
6953,,,no,,,no,,,,,http://www.sevcikphoto.com/images/thumbnails/s_anas-platyrhynchos-8.jpg,http://www.sevcikphoto.com/ptaci.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",51,20979
6954,Steve Copsey,"{""latitude"":50.7741202,""longitude"":-1.1408721999999898}",Location in Eng from blog on website,Carrion crow,Adult,no,,England,50.7741202,-1.1408722,http://www.surfbirds.com/community-blogs/wp-content/uploads/bghst/a/amigo1/14790.jpg,http://www.surfbirds.com/community-blogs/amigo/2009/03/,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",52,20980
6955,Steve Copsey,"{""latitude"":50.818315,""longitude"":-1.242371999999932}",Location in Eng from blog on website,Carrion crow,Adult,no,,England,50.818315,-1.242372,http://www.surfbirds.com/community-blogs/wp-content/uploads/bghst/a/amigo1/20611.jpg,http://www.surfbirds.com/community-blogs/amigo/2010/01/,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",53,20981
6956,Jan Sevcik,,Duplicate,,Adult,no,,,,,http://www.sevcikphoto.com/images/thumbnails/s_krkavec-corvus-corax-6.jpg,http://www.sevcikphoto.com/havran-corvus-2.jpg.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",55,20983
6957,,"{""latitude"":52.6757376,""longitude"":-1.1015694000000167}",Location in Eng from website,Carrion crow,Adult,no,,England,52.6757376,-1.1015694,http://cdn.xl.thumbs.canstockphoto.com/canstock14819737.jpg,http://www.canstockphoto.com/images-photos/single-bird.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",56,20984
6958,nik79mufc,"{""latitude"":51.266521,""longitude"":0.5400200000000268}",Location in Eng from website,Carrion crow,Adult,no,,England,51.266521,0.54002,http://th01.deviantart.net/fs70/PRE/i/2013/288/5/e/carrion_crow_by_nik79mufc-d6ql689.jpg,http://www.deviantart.com/morelikethis/collections/330186460?view_mode=2,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",57,20985
6959,,,no,,,no,,,,,https://cdn.superstock.com/1597/Preview/1597-146460.jpg,https://www.superstock.com/stock-photos-images/1597-146460,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",58,20986
6960,,,Duplicate image,,,no,,,,,http://m.thumbs.canstockphoto.com/canstock4295956.jpg,http://www.canstockphoto.com/carrion-crow-profile-in-snow-4295453.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",59,20987
6961,,,no,,,no,,,,,http://www.sevcikphoto.com/images/thumbnails/s_corvus-havran-1.jpg,http://www.sevcikphoto.com/krkavec-corvus-corax-10.jpg.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",60,20988
6962,Art Wittingen,"{""latitude"":52.2465871,""longitude"":6.819313599999987}",Emailed art.wittingen@gmail.com to check - replied with coordinates in Netherlands,Carrion crow,Adult,no,,Netherlands,52.2465871,6.8193136,http://thumb9.shutterstock.com/display_pic_with_logo/2842105/257586262/stock-photo-black-crow-zwarte-kraai-corvus-corone-carrion-crow-257586262.jpg,http://www.shutterstock.com/s/groening/search.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",61,20989
6963,,,no,,,no,,,,,https://i1.ytimg.com/vi/0-Z68y8d4-8/hqdefault.jpg,http://www.wordy.photos/index.php?keyword=corbeau freux - corvus,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",64,20992
6964,,,Cannot find original photographer,,,no,,,,,https://i1.ytimg.com/vi/0fa2C78slD8/hqdefault.jpg,http://www.wordy.photos/index.php?keyword=  crow  corvus,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",65,20993
6965,Jean-Michel Fenerole,"{""latitude"":48.6241042,""longitude"":2.818014500000004}",Co-ordinates in France from website,Carrion crow,Adult,no,,France,48.6241042,2.8180145,https://s-media-cache-ak0.pinimg.com/236x/39/fb/67/39fb67ed1a756044917f2754e2069c16.jpg,https://www.pinterest.com/ambiental/aves-de-extremadura/,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",66,20994
6966,Jan Sevcik,"{""latitude"":40.46366700000001,""longitude"":-3.7492200000000366}",Location (Spain) from website,Carrion crow,Adult,no,,Spain,40.463667,-3.74922,http://www.sevcikphoto.com/images/thumbnails/s_krkavec-corvus-corax-15.jpg,http://www.sevcikphoto.com/vrana-corvus-corone-4.jpg.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",67,20995
6967,Steve Copsey,"{""latitude"":50.778229,""longitude"":-1.0886970000000247}",Location in Eng from blog on website,Carrion crow,Adult,no,,England,50.778229,-1.088697,http://www.surfbirds.com/community-blogs/wp-content/uploads/bghst/a/amigo1/26068.jpg,http://www.surfbirds.com/community-blogs/amigo/2010/11/,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",68,20996
6968,Bagsy Blog,"{""latitude"":50.774909,""longitude"":-1.8595860000000357}",Location in Eng from blog on website,Carrion crow,Adult,no,,England,50.774909,-1.859586,http://1.bp.blogspot.com/-KgGmGRj66iU/VOns1I5iijI/AAAAAAABoKU/9Wd6RUAfcoo/s1600/Carrion+Crow++(4).JPG,http://bagsy-thecaptainslog.blogspot.com/2015_02_25_archive.html,Czech Republic - Carrion,"""Carrion crow"" OR ""Corvus corone"" AND ""Czech Republic""",69,20997
6969,,,no,,,no,,,,,http://www.midtfyns-natur.dk/Billeder_2013/januar/Solsort_st.20130126_1DM41005.jpg,http://www.snatur.dk/jan2013.htm,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",33,20125
6970,Dorte Jordand,,Cannot find original photographer's email,,,no,,,,,http://www.fugleognatur.dk/images/galleri/sortkrage(6).jpg,http://www.fugleognatur.dk/artsbeskrivelse.asp?ArtsID=659,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",34,20126
6971,Hjalte Kj蘝rby,,HYBRID? NEED TO EMAIL fugleognatur.dk,,Adult,,,,,,http://www.fugleognatur.dk/images/galleri/rsz_dscn0318[1](1).jpg,http://www.fugleognatur.dk/gallery.asp?mode=ShowLarge&ID=157285,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",35,20127
6972,Axel Mortensen,"{""latitude"":55.970414,""longitude"":12.230877999999962}",Location in Denmark from website,Carrion crow,Adult,yes,,Denmark,55.970414,12.230878,http://www.netfugl.dk/pictures/birds_user_uploads/55686_UU_49079_Sortkrage_09_08_2013_1.jpg,http://www.netfugl.dk/pictures.php?id=showpicture&picture_id=55686,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",36,20128
6973,Snatur,"{""latitude"":54.910152,""longitude"":9.900205000000028}",Location in Denmark from website,Carrion crow,Adult,yes,,Denmark,54.910152,9.900205,http://www.snatur.dk/images/25dec12sortkrage.jpg,http://www.snatur.dk/dec2012.htm,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",37,20129
6974,Carsten Poulsen,,NEED TO EMAIL fugleognatur.dk,Hooded crow,Adult,,,,,,http://www.fugleognatur.dk/images/galleri/Krage-Arreskov-12-juli-1.jpg,http://www.fugleognatur.dk/gallery.asp?mode=ShowLarge&ID=16443,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",38,20130
6975,kai nissen,,"1 hooded, 1 carrion; Emailed http://www.nissenphoto.de/kontakt/#zcr99c3127a52e5b3d78916cdf7d29ab49e",,Adult,,,,,,http://www.fugleognatur.dk/images/galleri/IMG_2703(1).jpg,http://www.fugleognatur.dk/artsbeskrivelse.asp?ArtsID=657,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",39,20131
6976,Klaus Malling Olsen,"{""latitude"":55.6271369010128,""longitude"":8.119698153442414}",HYBRID? - RHS; Location in Denmark from http://www.netfugl.dk/pictures.php?id=showpicture&picture_id=59639,Hybrid,Adult,yes,,Denmark,55.6271369,8.119698153,http://www.netfugl.dk/pictures/birds_uploaded/small_pic/59639_ahybrid2609.jpg,http://www.netfugl.dk/competitions.php?id=tip13_2004&mode=statistics_species&species_id=674,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",40,20132
6977,Adam Kumiszcza,"{""latitude"":50.5796333,""longitude"":-2.4695348000000195}",Location in Eng from http://commons.wikimedia.org/wiki/File:Corvus_corone_20070813.jpg,Carrion crow,Adult,no,,England,50.5796333,-2.4695348,http://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Corvus_corone_20070813.jpg/250px-Corvus_corone_20070813.jpg,http://dan.wikitrans.net/Svartkr檀ka,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",41,20133
6978,Peter Chadwick,,Emailed peter.ian.chadwick@gmail.com - not his,Carrion crow,Adult,no,,,,,http://cache2.asset-cache.net/xt/71516595.jpg?v=1&g=fs1|0|DOR|16|595&s=1,http://www.gettyimages.com/detail/photo/carrion-crow-royalty-free-image/480601255,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",42,20134
6979,,,Dup,,,no,,,,,http://cache3.asset-cache.net/xt/71516596.jpg?v=1&g=fs1|0|DOR|16|596&s=1,http://www.gettyimages.com/detail/photo/carrion-crow-royalty-free-image/480601255,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",43,20135
6980,SNatur,"{""latitude"":55.048673,""longitude"":10.664400999999998}",HYBRID? Check! Location in Denmark from photo,Hybrid,Adult,yes,,Denmark,55.048673,10.664401,http://www.snatur.dk/images/4dec09hybrid.jpg,http://www.snatur.dk/dec2009.htm,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",44,20136
6981,me'nthedogs on Flickr,"{""latitude"":51.240139,""longitude"":-2.9938580000000456}",HYBRID? White feather on each wing; Location in Eng from website,Carrion crow,Adult,no,,England,51.240139,-2.993858,http://videnskab.dk/sites/all/files/imagecache/300x/article_images/42975664-d64d-44d9-a99d-919f049843c6.jpg,http://www.riffeljagt.com/forum/code/topic.asp?TOPIC_ID=26965,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",45,20137
6982,Leif H厅gh Olsen,"{""latitude"":54.997201,""longitude"":9.583078999999998}",1 carrion; Location in Denmark from website,Carrion crow,Adult,yes,,Denmark,54.997201,9.583079,http://www.netfugl.dk/pictures/birds_user_uploads/34853_UU_23828__DSC1155-Sortkrage-med-juv-hybrid.jpg,http://www.netfugl.dk/pictures.php?id=showpicture&picture_id=34853,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",46,20138
6983,,,no,,,no,,,,,http://www.naturporten.dk/cache/com_zoo/images/graakrage_lightbox_0794e375366f1088db5b7f936368652a.jpg,http://www.naturporten.dk/temaer/danmarks-dyr/fugle/item/grakrage,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",47,20139
6984,S厅ren Rasmussen,,NEED TO EMAIL fugleognatur.dk,,Adult,,,,,,http://www.fugleognatur.dk/images/galleri/Sort-Gr檀krage gedser.JPG,http://www.fugleognatur.dk/gallery.asp?mode=ShowLarge&ID=50803,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",48,20140
6985,Klaus Malling Olsen,"{""latitude"":55.62722995740557,""longitude"":8.119771751220696}",LHS - 1 carrion; Location in Denmark from http://www.netfugl.dk/pictures.php?id=showpicture&picture_id=59639,Carrion crow,Adult,yes,,Denmark,55.62722996,8.119771751,http://www.netfugl.dk/pictures/birds_uploaded/small_pic/59639_ahybrid2609.jpg,http://www.netfugl.dk/competitions.php?id=tip13_2004&mode=statistics_species&species_id=674,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",40,20132
6986,Leif H厅gh Olsen,"{""latitude"":54.997201,""longitude"":9.583078999999998}",1 hooded; Location in Denmark from website,Hooded crow,Adult,yes,,Denmark,54.997201,9.583079,http://www.netfugl.dk/pictures/birds_user_uploads/34853_UU_23828__DSC1155-Sortkrage-med-juv-hybrid.jpg,http://www.netfugl.dk/pictures.php?id=showpicture&picture_id=34853,"Denmark - Carrion, Danish name","""Sortkrage"" OR ""Corvus corone"" AND ""Danmark""",46,20138
6987,Stock Clip,"{""latitude"":48.184532373721446,""longitude"":16.31208979629514}","START OF AUSTRIA; 2 hooded, see rings - LHS; Video; Location in Vienna, Austria from URL",Hooded crow,Adult,yes,,Austria,48.18453237,16.3120898,http://ak3.picdn.net/shutterstock/videos/8088292/preview/stock-footage-couple-of-hooded-crows-corvus-cornix-sitting-on-the-grass-in-beautiful-schonbrunn-palace-park.jpg,http://stock-clip.com/video-footage/hooded crow,Austria - Hooded,"""Hooded crow"" OR ""Corvus cornix"" AND ""Austria""",1,21329
