survey_id,Comments,Subspecies,Age,Sex,Photographer,Location,Colour Morph,Image Usable?,state,latitude,longitude,direct_link,visible_link,search_name,search_query,search_result_rank,search_result_id
4076,Location from http://www.nps.gov/glac/learn/education/bears-in-glacier.htm,U.a. cinnamonum,Juvenile,,National Park Service,"{""latitude"":48.759613,""longitude"":-113.78702199999998}",Black,yes,Montana,48.759613,-113.787022,https://firstalongtheriver.files.wordpress.com/2011/04/black-bear-cub.jpg,http://imgkid.com/mexican-black-bear.shtml,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",51,4614
4077,Dead individual; Location from article on website,U.a. amblyceps,Adult,,Unknown,"{""latitude"":35.1075459,""longitude"":-106.37280190000001}",Black,yes,New Mexico,35.1075459,-106.3728019,http://i.imgur.com/Pg1xoqQ.jpg,http://libertycrier.com/new-mexico-homeowner-shot-250-pound-bear-tried-following-house/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",52,4615
4078,Very light brown; Location from URL,U.a. amblyceps,Juvenile,,Unknown,"{""latitude"":32.743473,""longitude"":-106.60555299999999}",Non-black,yes,New Mexico,32.743473,-106.605553,http://www.sangres.com/dimages/newmexico/nwrs/san-andres-bear01.jpg,http://www.sangres.com/newmexico/wildlife-refuges/index.htm,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",53,4616
4079,Cannot find original photographer,,Adult,,,,Non-black,no,,,,http://cdn.animals-zone.com/wp-content/uploads/2010/06/black-bear-1.jpg,http://pixshark.com/black-bear-animal.htm,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",54,4617
4080,Duplicate image (inversed),,,,,,Black,no,,,,http://www.ereferencedesk.com/resources/state-mammal/images/nm-black-bear.jpg,http://www.ereferencedesk.com/resources/state-mammal/new-mexico-animal.html,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",55,4618
4081,Not a photograph,,,,,,,no,,,,http://static.abcteach.com/content_preview/n/newmexico_bear_pw.png,http://pixgood.com/new-mexico-state-animal.html,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",56,4619
4082,Dead individual; Emailed Andrew Salgado andy@nmbiggamehunting.com,U.a. amblyceps,Adult,,Unknown,"{""latitude"":35.82961973962944,""longitude"":-105.68648674414061}",Black,yes,New Mexico,35.82961974,-105.6864867,http://www.nmbiggamehunting.com/uploads/image/new-mexico-black-bear-hunting-4.jpg,http://www.nmbiggamehunting.com/new-mexico-black-bear-hunts/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",57,4620
4083,Cannot find original photographer,,Adult,,,,Non-black,no,,,,http://main.abqjournal.netdna-cdn.com/wp-content/uploads/2012/06/d01_jd_09june_bear1.jpg,http://www.abqjournal.com/111934/news/will-bear-harvest-hurt-population.html,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",58,4621
4084,"Captive bear in Czech Republic, Zoo Olomouc; Emailed vokurkova@zoo-olomouc.cz for original location",U.a. amblyceps,Adult,,Milan Ko_ínek,"{""latitude"":49.633306,""longitude"":17.34328000000005}",Black,no,Olomouc Region,49.633306,17.34328,http://www.biolib.cz/IMG/GAL/220836.jpg,http://www.biolib.cz/en/image/id220836/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",59,4622
4085,Cannot find original photographer,,,,,,,no,,,,https://naturalunseenhazards.files.wordpress.com/2013/11/black-bear-photo-by-lynn-chamberlain-utah-division-of-wildlife-resources.jpg,https://naturalunseenhazards.wordpress.com/2013/11/01/black-bear-attacks-wisconsin-bird-hunter-malaria-infections-hit-40-year-high-in-u-s-new-mexico-woman-dies-of-hantavirus-west-nile-virus-reports-from-ms-txx3-rabies-reports-from-ct-ga/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",60,4623
4086,Cannot find or,,Adult,,,,Black,no,,,,http://fw293blackbear.wikispaces.com/file/view/blackbear_178414a.jpg/91395095/385x193/blackbear_178414a.jpg,http://fw293blackbear.wikispaces.com/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",61,4624
4087,Dead individual; Location from website,U.a. amblyceps,Adult,,Unknown,"{""latitude"":36.148995,""longitude"":-105.373111}",Black,yes,New Mexico,36.148995,-105.373111,http://www.sierrablancaoutfitters.com/uploads/image/bear-hunting-nm.jpg,http://www.sierrablancaoutfitters.com/new-mexico-black-bear-hunts/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",62,4625
4088,Location from website,U.a. amblyceps,Juvenile,,Martha Marks,"{""latitude"":36.75397533716993,""longitude"":-105.46498420625}",Non-black,yes,New Mexico,36.75397534,-105.4649842,"http://image.shutterstock.com/display_pic_with_logo/508327/508327,1279386975,3/stock-photo-wild-black-bear-with-western-brown-coat-in-new-mexico-s-sangre-de-cristo-mountains-57318487.jpg",http://www.shutterstock.com/pic-57318487/stock-photo-wild-black-bear-with-western-brown-coat-in-new-mexico-s-sangre-de-cristo-mountains.html,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",64,4627
4089,Captive juvenile bear,,Juvenile,,,,Black,no,,,,http://joonbug.com/media/zYkme9xsEkw/cutecub.jpg,http://joonbug.com/d,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",65,4628
4090,Location from website,U.a. amblyceps,Juvenile,,New Mexico State University / Matt Gould,"{""latitude"":36.79797461665093,""longitude"":-105.42103889375}",Non-black,yes,New Mexico,36.79797462,-105.4210389,http://newscenter.nmsu.edu/Photos/get/6736/full/black_bear2.jpg,http://newscenter.nmsu.edu/Articles/view/10355/nmsu-researchers-estimate-density-abundance-of-black-bears-in-new-mexico,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",66,4629
4091,Dead individual; Emailed Andrew Salgado andy@nmbiggamehunting.com,U.a. amblyceps,Adult,,Unknown,"{""latitude"":35.59210910292641,""longitude"":-105.51757194921873}",Black,yes,New Mexico,35.5921091,-105.5175719,http://www.nmbiggamehunting.com/uploads/photos/thumbnails/IMG_2758.JPG,http://www.nmbiggamehunting.com/photos/category/black-bear/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",67,4630
4092,Duplicate image,,Adult,,,,Black,no,,,,https://lh3.googleusercontent.com/-n7KkHFAEvhI/TYoIn_wN6BI/AAAAAAAAAAs/t8MohpDXqxw/s1600/black-bear-header.jpg,http://canada1337.blogspot.com/2011/03/new-mexico.html,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",68,4631
4093,Not a photograph,,,,,,,no,,,,http://www.picturesof.net/_images_300/blue_state_new_mexico_with_state_symbols_the_black_bear_yucca_and_road_runner_royalty_free_080730-002229-526024.jpg,http://www.hdwalls.xyz/images/new-mexico-state-animal-black-bear,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",69,4632
4094,Not a photograph of a bear,,,,,,,no,,,,http://www.edwardstaxidermy.com/_Cyle_Sharp_New_Mexico_Mountain_Lion_2007B.jpg,http://www.edwardstaxidermy.com/edwards_taxidermy_miscellaneous_taxidermy.html,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",71,4634
4095,Emailed New Mexico Dept of Game and Fish ispa@state.nm.us - haven't replied,U.a. amblyceps,Adult,,NMDGF,,Black,no,,,,http://www.wildlife.state.nm.us/wp-content/uploads/2014/06/bear-information-page-NMDGF.jpg,http://www.wildlife.state.nm.us/hunting/information-by-animal/big-game/bear/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",73,4636
4096,Location from website - could contact for other photos in gallery?,U.a. amblyceps,Adult,,Unknown,"{""latitude"":35.59988960716457,""longitude"":-105.68188245507815}",Black,yes,New Mexico,35.59988961,-105.6818825,http://pecosbarxbar.com/wp-content/uploads/2011/01/DSC00345-1.jpg,http://pecosbarxbar.com/hunting/black-bear/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",74,4637
4097,Duplicate individual (dead),,,,,,,no,,,,http://www.rtohunts.com/horn_2.jpg,http://www.rtohunts.com/bear.htm,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",76,4639
4098,Emailed Rick and Nora Bowers info@bowersphoto.com - haven't replied,U.a. amblyceps,Juvenile,,Rick and Nora Bowers,"{""latitude"":34.5199402,""longitude"":-105.87009009999997}",Black,yes,New Mexico,34.5199402,-105.8700901,http://c8.alamy.com/comp/AMGC5K/black-bear-ursus-americanus-new-mexico-united-states-august-immature-AMGC5K.jpg,http://www.alamy.com/stock-photo-black-bear-ursus-americanus-new-mexico-united-states-august-immature-15257598.html,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",77,4640
4099,Location from article on website,U.a. amblyceps,Juvenile,,Jones family,"{""latitude"":36.8222261,""longitude"":-107.99284549999999}",Non-black,yes,New Mexico,36.8222261,-107.9928455,http://extras.mnginteractive.com/live/media/site567/2013/0816/20130816_064314_0817_NWS_TDT_bear_01_400.jpg,http://www.daily-times.com/ci_23880478/black-bear-comes-by-aztec-familys-home-twice,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",79,4642
4100,Location from article on website,U.a. amblyceps,Adult,,CCTV,"{""latitude"":36.387489,""longitude"":-105.27338600000002}",Non-black,yes,New Mexico,36.387489,-105.273386,http://beforeitsnews.com/mediadrop/uploads/2013/38/760fd521abaf2526c0bb39c91e556d48efc1408c.jpg,http://beforeitsnews.com/alternative/2012/08/4-bears-drink-100-beers-after-breaking-into-a-cabin-2450838.html,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",80,4643
4101,"Website says ""Northern New Mexico""",U.a. amblyceps,Adult,,,"{""latitude"":36.61092799130751,""longitude"":-106.12277564687497}",Non-black,yes,New Mexico,36.61092799,-106.1227756,http://www.nmbiggamehunting.com/uploads/image/youth-black-bear-hunt-new-mexico.jpg,http://www.nmbiggamehunting.com/new-mexico-youth-hunts/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",81,4644
4102,Cannot find original photographer - will have to email website,,,,,,Non-black,no,,,,http://worldwidetrophyadventures.com/wp-content/uploads/2013/05/New-Mexico-Outfitter-063_Black-Bear-2-180x180.jpg,http://worldwidetrophyadventures.com/trophy-blackbear/new-mexico-black-bear-outfitter-063/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",82,4645
4103,Not in W North America; Emailed John Pennoyer ezmail@critterzone.com - replied,U.a. americanus,Adult,,John Pennoyer,"{""latitude"":48.088706,""longitude"":-93.017968}",Non-black,no,Minnesota,48.088706,-93.017968,http://www.critterzone.com/animal-pictures-nature/stock-photos/black-bear-head-face-closeup-JPMA062609-04.jpg,http://www.critterzone.com/animal-pictures-nature/mammal-bear-black-Ursus-americanus.htm,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",83,4646
4104,Location from website,U.a. amblyceps,Adult,,Unknown,"{""latitude"":36.83095749959806,""longitude"":-105.39082649140624}",Non-black,yes,New Mexico,36.8309575,-105.3908265,http://jacooutfitters.com/wp-content/gallery/hunt-photos/photo-3.jpg,http://jacooutfitters.com/black-bear-hunts.html,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",84,4647
4105,3 bears (havent added); Already emailed photographer John Pennoyer - replied,U.a. americanus,Adult,,John Pennoyer,"{""latitude"":48.088706,""longitude"":-93.017968}",Black,no,Minnesota,48.088706,-93.017968,http://www.critterzone.com/animal-pictures-nature/stock-photos/JPMA0327061-02.jpg,http://www.critterzone.com/animal-pictures-nature/mammal-bear-black-Ursus-americanus.htm,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",85,4648
4106,Emailed Ashley Hockenberry ahockenberry@radiant.net - haven't replied,,Juvenile,,Ashley Hockenberry,,Black,no,,,,https://s-media-cache-ak0.pinimg.com/236x/e6/0e/d1/e60ed1ba3e1c1388ea16572c6d05b818.jpg,https://www.pinterest.com/Theresajoyk/black-bears/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",86,4649
4107,Location from website,U.a. amblyceps,Adult,,NM State Parks,"{""latitude"":35.875406,""longitude"":-106.74328500000001}",Non-black,yes,New Mexico,35.875406,-106.743285,http://www.ohranger.com/sites/ohranger.com/files/imagecache/parkphoto_detail/parks/u5/FentonLakeBear.jpg,http://www.ohranger.com/nm/fenton-lake/photos/black-bear,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",87,4650
4108,Location from blog on website,U.a. cinnamonum,Adult,,Jim Urquhart,"{""latitude"":44.43225344816139,""longitude"":-110.5903432751465}",Black,yes,Wyoming,44.43225345,-110.5903433,http://www.koat.com/image/view/-/2382468/medRes/3/-/maxh/460/maxw/620/-/eyd451z/-/black-bear-jpg.jpg,http://www.koat.com/news/research-to-estimate-how-many-black-bears-in-new-mexico/25971032,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",89,4652
4109,"Already emailed Andrew; website says ""based out of Santa Fe""",U.a. amblyceps,Adult,,,"{""latitude"":36.58532275217835,""longitude"":-106.11220695898436}",Non-black,yes,New Mexico,36.58532275,-106.112207,http://www.nmbiggamehunting.com/uploads/photos/New-Mexico-Black-Bear-Hunt-451.jpg,http://www.nmbiggamehunting.com/photos/category/black-bear/2/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",90,4653
4110,Location from website,U.a. amblyceps,Adult,,Unknown,"{""latitude"":36.148995,""longitude"":-105.373111}",Non-black,yes,New Mexico,36.148995,-105.373111,http://www.sierrablancaoutfitters.com/uploads/header/black-bear.jpg,http://www.sierrablancaoutfitters.com/new-mexico-black-bear-hunts/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",91,4654
4111,Duplicate image? Cannot find original photographer,,,,,,,no,,,,https://naturalunseenhazards.files.wordpress.com/2011/07/blackbeargreatsmokymtnsnps-e1309494226488.jpg?w=500&h=415,https://naturalunseenhazards.wordpress.com/2011/07/01/arizona-woman-attacked-by-black-bear-new-mexico-warning-people-bubonic-plague-confirmed-in-dog-california-finds-west-nile-virus-in-three-dead-birds-5-facts-about-mosquitoes-and-rabies-reports-from/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",92,4655
4112,Duplicate image,,,,,,Black,no,,,,https://magdalenaperks.files.wordpress.com/2011/09/black-bear-picture-by-animal-discovery.jpg,https://magdalenaperks.wordpress.com/2011/09/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",93,4656
4113,Duplicate image,,,,,,,no,,,,http://www.sublet.com/information/images/newmexico-state-mammal.jpg,http://www.sublet.com/information/newmexico.asp,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",94,4657
4114,Wrong species,,,,,,,no,,,,http://4.bp.blogspot.com/-LWWN4KozV3A/T1w3v6ZpaSI/AAAAAAAAA7Q/ui0ISRtYIIw/s400/781538_c94b_625x1000.jpg,http://coyotes-wolves-cougars.blogspot.com/2012/03/are-deer-cached-in-trees-evidence-of.html,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",95,4658
4115,Cannot find original photographer  - will have to email website,,Adult,,,,Non-black,no,,,,http://worldwidetrophyadventures.com/wp-content/uploads/2013/04/New-Mexico-Outfitter-063_Black-Bear-10-180x180.jpg,http://worldwidetrophyadventures.com/hunts/north-america-hunts/black-bear-2/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",96,4659
4116,Location from https://www.flickr.com/photos/natureduderx/3183949776/,U.a. cinnamonum,Adult,,Patrick Connolly,"{""latitude"":44.972213,""longitude"":-110.458708}",Non-black,yes,Wyoming,44.972213,-110.458708,https://s-media-cache-ak0.pinimg.com/736x/9b/b9/41/9bb941fa1c7f3b4643ac96300874cf59.jpg,https://www.pinterest.com/pin/515943701031362092/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",97,4660
4117,Cannot find original photographer - need to email website,U.a. amblyceps,Adult,,,,Non-black,no,,,,http://worldwidetrophyadventures.com/wp-content/uploads/2013/05/New-Mexico-Outfitter-063_Black-Bear-1-180x180.jpg,http://worldwidetrophyadventures.com/trophy-blackbear/new-mexico-black-bear-outfitter-063/,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",98,4661
4118,"Cannot find original photographer, no exact location - post says ""NM""",U.a. amblyceps,Adult,,Unknown,"{""latitude"":34.5199402,""longitude"":-105.87009009999997}",Non-black,no,New Mexico,34.5199402,-105.8700901,http://www.biggamehunt.net/graphics/photos_talltales/klebbens_new_mexico_bear_2002.jpg,http://www.biggamehunt.net/stories/new-mexico-black-bear-and-pronghorn-hunt,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",99,4662
4119,Website no longer exists? Actually on http://www.nmbiggamehunting.com/photos/new-mexico-black-bear-hunt-46/,U.a. amblyceps,Adult,,Unknown,"{""latitude"":35.7725499087753,""longitude"":-105.61918618750002}",Non-black,yes,New Mexico,35.77254991,-105.6191862,http://www.nmbiggamehunting.com/uploads/photos/New-Mexico-Black-Bear-Hunt-46.jpg,http://jobskidbooks.tk/tag/black-mountain-outfitters-inc-new-mexico-elk-hunting,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",100,4663
4120,Not in W North America; 4 juveniles (black) - 2; subspecies U.a. luteolus; Location from http://blog.nwf.org/2013/04/black-bears-and-wetlands-and-wrdaoh-my/black-bear-cubs/,,Juvenile,,Unknown,"{""latitude"":31.395859,""longitude"":-91.02032199999996}",Black,no,Mississippi,31.395859,-91.020322,http://lzamgs.com/images/img9/pictures-black-bear-cubs-images-6.jpg,http://lzamgs.com/pictures-black-bear-cubs-pictures-5-hd-wallpaper.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",313,4476
4121,Not in W North America; 4 juveniles (black) - 3; subspecies U.a. luteolus; Location from http://blog.nwf.org/2013/04/black-bears-and-wetlands-and-wrdaoh-my/black-bear-cubs/,U.a. americanus,Juvenile,,Unknown,"{""latitude"":31.395859,""longitude"":-91.02032199999996}",Black,no,Mississippi,31.395859,-91.020322,http://lzamgs.com/images/img9/pictures-black-bear-cubs-images-6.jpg,http://lzamgs.com/pictures-black-bear-cubs-pictures-5-hd-wallpaper.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",313,4476
4122,Not in W North America; 4 juveniles (black) - 4; subspecies U.a. luteolus; Location from http://blog.nwf.org/2013/04/black-bears-and-wetlands-and-wrdaoh-my/black-bear-cubs/,,Juvenile,,Unknown,"{""latitude"":31.395859,""longitude"":-91.02032199999996}",Black,no,Mississippi,31.395859,-91.020322,http://lzamgs.com/images/img9/pictures-black-bear-cubs-images-6.jpg,http://lzamgs.com/pictures-black-bear-cubs-pictures-5-hd-wallpaper.html,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",313,4476
4123,2 Brown individuals - RHS; Location from website,U.a. amblyceps,Juvenile,,SR Baker,"{""latitude"":35.13675328084686,""longitude"":-106.47451226484372}",Non-black,yes,New Mexico,35.13675328,-106.4745123,http://sev.lternet.edu/sites/default/files/sci_images/IMG_10721.jpg,http://sev.lternet.edu/content/new-mexico-black-bear-0,New Mexico,"""Ursus americanus"" OR ""black bear"" AND ""New Mexico""",23,4586
4124,Emailed photographer Brad Orsted - replied with location; LHS brown juvenile,U.a. cinnamonum,Juvenile,,Brad Orsted,"{""latitude"":44.9449694,""longitude"":-110.43976750000002}",Non-black,yes,Wyoming,44.9449694,-110.4397675,http://horsefeathersphotography.com/wp-content/uploads/2013/07/Black-Bear-with-Cinnamon-Cubs.jpg,http://horsefeathersphotography.com/shop/black-bear-with-cinnamon-cubs/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",384,4547
4125,Emailed photographer Brad Orsted - replied with location; RHS brown juvenile,U.a. cinnamonum,Juvenile,,Brad Orsted,"{""latitude"":44.9449694,""longitude"":-110.43976750000002}",Non-black,yes,Wyoming,44.9449694,-110.4397675,http://horsefeathersphotography.com/wp-content/uploads/2013/07/Black-Bear-with-Cinnamon-Cubs.jpg,http://horsefeathersphotography.com/shop/black-bear-with-cinnamon-cubs/,Common and Scientific Name,"""black bear"" OR ""Ursus americanus""",384,4547
4126,Emailed Quentin and Trina Smith http://www.qrsoutdoors.com/contact/success - haven't replied,U.a. amblyceps,Adult,,Unknown,"{""latitude"":40.533847038888915,""longitude"":-106.11397299345703}",Non-black,yes,Colorado,40.53384704,-106.113973,http://www.qrsoutdoors.com/images/gallery/IMG_0730.JPG,http://www.qrsoutdoors.com/gallery/show/black_bear,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",1,4664
4127,Emailed Quentin and Trina Smith http://www.qrsoutdoors.com/contact/success,U.a. amblyceps,Adult,,Unknown,"{""latitude"":40.53750000000001,""longitude"":-106.11912283476562}",Non-black,yes,Colorado,40.5375,-106.1191228,http://www.qrsoutdoors.com/images/gallery/IMG_0720.JPG,http://www.qrsoutdoors.com/hunt/info/rocky_mountain_ranch/black_bear,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",2,4665
4128,Duplicate image,,,,,,,no,,,,http://www.dminn.com/media/Bear.jpg,http://www.dminn.com/Pages/Bear.html,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",3,4666
4129,Emailed Quentin and Trina Smith http://www.qrsoutdoors.com/contact/success,U.a. amblyceps,Adult,,Unknown,"{""latitude"":40.53123765901541,""longitude"":-106.1074498611328}",Non-black,yes,Colorado,40.53123766,-106.1074499,http://www.qrsoutdoors.com/images/gallery/IMG_0694.JPG,http://www.qrsoutdoors.com/gallery/show/black_bear,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",4,4667
4130,Location from website,U.a. amblyceps,Adult,,Unknown,"{""latitude"":37.377846,""longitude"":-108.64674200000002}",Non-black,yes,Colorado,37.377846,-108.646742,http://www.silverpeaksoutfitters.com/gif/header-photo-bear.jpg,http://www.silverpeaksoutfitters.com/bear-hunting.html,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",5,4668
4131,Not a photograph of a bear,,,,,,,no,,,,http://tomrichardsonart.com/colorado_trails/colorado-4.jpg,http://wayalife.com/archive/index.php/t-5991.html,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",6,4669
4132,Location from website,U.a. amblyceps,Adult,,Unknown,"{""latitude"":39.1696212,""longitude"":-107.70873289999997}",Non-black,yes,Colorado,39.1696212,-107.7087329,http://www.hillsguideservice.com/archerybear1.jpg,http://www.hillsguideservice.com/,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",7,4670
4133,Not a photograph of a bear,,,,,,,no,,,,http://newmexicobackroads.smugmug.com/COLORADO/Colorado-2011/i-Pm5kr9P/1/M/DSC0744-copy-M.jpg,http://www.newmexicobackroads.com/2011/10/colorado-exploration-san-juan-mountains_17.html,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",8,4671
4134,Not a photograph of a bear,,,,,,,no,,,,http://www.coloradoguy.com/black-bear-pass/black-bear-pass-colorado-photo.jpg,http://www.coloradoguy.com/black-bear-pass/colorado.htm,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",9,4672
4135,Location from website/URL,U.a. amblyceps,Adult,,Janice Rae Pariza,"{""latitude"":37.230873,""longitude"":-108.46183400000001}",Black,yes,Colorado,37.230873,-108.461834,http://images.fineartamerica.com/images-medium-large-5/colorado-black-bear-mesa-verde-janice-rae-pariza.jpg,http://fineartamerica.com/featured/colorado-black-bear-mesa-verde-janice-rae-pariza.html,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",10,4673
4136,Location from article on website,U.a. amblyceps,Adult,,Andy Dunn,"{""latitude"":40.007581,""longitude"":-105.265942}",Non-black,yes,Colorado,40.007581,-105.265942,http://elitedaily.com/wp-content/uploads/2012/04/elite-daily-black-bear-university-of-colorado.jpg,http://elitedaily.com/news/world/video-black-bear-falling-15-feet-tree-university-colorado/,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",11,4674
4137,Not a photograph of a bear,,,,,,,no,,,,http://schwarttzy.com/wp-content/uploads/2013/08/Off-Road-Black-Bear-Pass.jpg,http://schwarttzy.com/black-bear-pass/,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",12,4675
4138,Location from http://www.istockphoto.com/photo/black-bear-2480272,U.a. americanus,Adult,,Suzann Julien,"{""latitude"":61.7697222,""longitude"":-149.3088889}",Black,yes,Alaska,61.7697222,-149.3088889,http://www.campingcolorado.net/images/blkbear.jpg,http://www.campingcolorado.net/colorado-wildlife/black-bear.htm,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",13,4676
4139,Not a photograph of a bear,,,,,,,no,,,,http://images.everytrail.com/pics/fullsize/2504187-black-bear-rev.png,http://www.everytrail.com/guide/black-bear-pass-4x4-trail-colorado,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",14,4677
4140,Not a photograph of a bear,,,,,,,no,,,,http://schwarttzy.com/wp-content/uploads/2013/08/Colorado-Black-Bear-Pass.jpg,http://schwarttzy.com/black-bear-pass/,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",15,4678
4141,Not a photograph of a bear,,,,,,,no,,,,http://www.jeepingoffroad.com/images/Colorado_2013/black_bear_009.JPG,http://www.jeepingoffroad.com/driveabouts/colorado-2013-part-1-rocky/colorado-2013-part-3-black.html,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",16,4679
4142,Location from website,U.a. amblyceps,Adult,,Unknown,"{""latitude"":37.377846,""longitude"":-108.64674200000002}",Non-black,yes,Colorado,37.377846,-108.646742,http://www.silverpeaksoutfitters.com/gif/bear-hunt-a.jpg,http://www.silverpeaksoutfitters.com/bear-hunting.html,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",17,4680
4143,Not a photograph of a bear,,,,,,,no,,,,http://www.cbioffroadfab.com/wp-content/uploads/2012/07/BlackBearColorado1.jpg,http://www.cbioffroadfab.com/trail-rides/colorado-san-juan-mountains’-black-bear-pass,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",18,4681
4144,Not a photograph of a bear,,,,,,,no,,,,http://i.ytimg.com/vi/av7y77ytDw0/hqdefault.jpg,http://www.youtube.com/watch?v=av7y77ytDw0,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",19,4682
4145,Not a photograph of a bear,,,,,,,no,,,,http://www.jeepsontrails.com/wp-content/uploads/2013/08/black-bear.jpg,http://www.jeepsontrails.com/off-road-trail/black-bear-pass-summit-colorado/,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",20,4683
4146,Not a photograph of a bear,,,,,,,no,,,,http://www.coloradoguy.com/black-bear-pass/9-black-bear-pass-colorado-sign.jpg,http://www.coloradoguy.com/black-bear-pass/colorado.htm,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",21,4684
4147,Not a photograph of a bear,,,,,,,no,,,,http://www.ghosttowns.com/states/co/images/Black%20Bear%2052.jpg,http://www.ghosttowns.com/states/co/blackbearmine.html,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",22,4685
4148,Not a photograph of a bear,,,,,,,no,,,,http://www.coloradoguy.com/black-bear-pass/black-bear-pass-colorado.jpg,http://www.coloradoguy.com/black-bear-pass/colorado.htm,Colorado,"""Ursus americanus"" OR ""black bear"" AND ""Colorado""",23,4686
